BANK OF HANGZHOU CO LTD,"93,849","189,190.94","210,008.22","20,817.28",CHINA,Financials,Banks
BANK OF CHONGQING CO LTD,"378,000","298,106.50","201,357.21","(96,749.29)",CHINA,Financials,Banks
CHINA MERCHANTS BANK CO LTD,"27,100","136,925.31","170,834.89","33,909.58",CHINA,Financials,Banks
CHINA BOHAI BANK CO LTD,"960,500","243,467.74","161,573.60","(81,894.14)",CHINA,Financials,Banks
HUAXIA BANK CO LTD,"187,406","191,000.06","145,853.23","(45,146.83)",CHINA,Financials,Banks
INDUSTRIAL BANK CO LTD,"43,463","119,197.12","129,201.52","10,004.40",CHINA,Financials,Banks
JIANGSU CHANGSHU RURAL COMMERC,"94,200","106,115.64","107,507.59","1,391.95",CHINA,Financials,Banks
JIANGSU JIANGYIN RURAL COMMERC,"147,400","90,031.07","99,744.85","9,713.78",CHINA,Financials,Banks
JIANGSU ZHANGJIAGANG RURAL COM,"116,149","84,107.49","91,783.79","7,676.30",CHINA,Financials,Banks
QINGDAO RURAL COMMERCIAL BANK,"159,400","95,583.47","79,053.52","(16,529.95)",CHINA,Financials,Banks
JIANGSU ZIJIN RURAL COMMERCIAL,"167,200","108,960.71","71,682.47","(37,278.24)",CHINA,Financials,Banks
SHENGJING BANK CO LTD,"70,500","71,687.77","53,906.29","(17,781.48)",CHINA,Financials,Banks
CHINA ZHESHANG BANK CO LTD,"107,000","53,586.96","48,543.70","(5,043.26)",CHINA,Financials,Banks
CHINA EVERBRIGHT BANK CO LTD,"105,000","62,668.85","47,211.81","(15,457.04)",CHINA,Financials,Banks
BANK OF JIANGSU CO LTD,"41,080","36,514.01","43,692.34","7,178.33",CHINA,Financials,Banks
HUISHANG BANK CORP LTD,"134,800","54,676.81","43,461.98","(11,214.83)",CHINA,Financials,Banks
INDUSTRIAL & COMMERCIAL BANK O,"58,100","47,668.65","41,398.95","(6,269.70)",CHINA,Financials,Banks
PING AN BANK CO LTD,"17,561","31,464.75","39,296.68","7,831.93",CHINA,Financials,Banks
SHANGHAI PUDONG DEVELOPMENT BA,"32,072","46,790.88","38,375.44","(8,415.44)",CHINA,Financials,Banks
HUAXIA BANK CO LTD,"47,900","51,217.40","37,279.33","(13,938.07)",CHINA,Financials,Banks
JILIN JIUTAI RURAL COMMERCIAL,"126,063","40,023.14","35,022.27","(5,000.87)",CHINA,Financials,Banks
BANK OF HANGZHOU CO LTD,"14,500","16,560.14","32,447.01","15,886.87",CHINA,Financials,Banks
AGRICULTURAL BANK OF CHINA LTD,"71,900","38,653.95","32,436.25","(6,217.70)",CHINA,Financials,Banks
BANK OF COMMUNICATIONS CO LTD,"39,000","33,891.20","29,012.74","(4,878.46)",CHINA,Financials,Banks
BANK OF CHINA LTD,"59,200","29,868.12","28,829.30","(1,038.82)",CHINA,Financials,Banks
CHINA CONSTRUCTION BANK CORP,"30,700","30,528.77","27,791.11","(2,737.66)",CHINA,Financials,Banks
BANK OF BEIJING CO LTD,"38,800","33,118.01","26,313.73","(6,804.28)",CHINA,Financials,Banks
CHINA MINSHENG BANKING CORP LT,"47,100","41,989.51","26,173.31","(15,816.20)",CHINA,Financials,Banks
BANK OF ZHENGZHOU CO LTD,"112,530","32,377.34","21,224.09","(11,153.25)",CHINA,Financials,Banks
HARBIN BANK CO LTD,"226,000","63,431.97","19,296.67","(44,135.30)",CHINA,Financials,Banks
CHINA EVERBRIGHT BANK CO LTD,"38,800","20,837.35","17,445.89","(3,391.46)",CHINA,Financials,Banks
CHINA MINSHENG BANKING CORP LT,"29,600","21,245.86","16,448.62","(4,797.24)",CHINA,Financials,Banks
JIANGXI BANK CO LTD,"25,000","10,572.64","2,994.79","(7,577.85)",CHINA,Financials,Banks
CITIC SECURITIES CO LTD,"1,289,433","2,795,522.60","2,882,222.35","86,699.75",CHINA,Financials,Diversified Financials
HUATAI SECURITIES CO LTD,"1,272,382","2,141,086.51","1,887,424.61","(253,661.90)",CHINA,Financials,Diversified Financials
CHINA INTERNATIONAL CAPITAL CO,"790,000","1,602,731.35","1,683,303.71","80,572.36",CHINA,Financials,Diversified Financials
CHINA GALAXY SECURITIES CO LTD,"1,233,800","917,471.25","712,265.79","(205,205.46)",CHINA,Financials,Diversified Financials
CHINA CINDA ASSET MANAGEMENT C,"3,459,900","1,079,087.45","542,335.17","(536,752.28)",CHINA,Financials,Diversified Financials
HAITONG SECURITIES CO LTD,"667,330","1,049,387.27","489,849.03","(559,538.24)",CHINA,Financials,Diversified Financials
GF SECURITIES CO LTD,"270,196","463,768.69","357,417.15","(106,351.54)",CHINA,Financials,Diversified Financials
GENERTEC UNIVERSAL MEDICAL GRO,"426,000","360,484.43","260,042.44","(100,441.99)",CHINA,Financials,Diversified Financials
CHINA HUARONG ASSET MANAGEMENT,"3,471,000","920,631.24","176,934.98","(743,696.26)",CHINA,Financials,Diversified Financials
GUOTAI JUNAN SECURITIES CO LTD,"125,200","222,858.88","155,882.73","(66,976.15)",CHINA,Financials,Diversified Financials
EAST MONEY INFORMATION CO LTD,"39,187","116,045.89","148,686.17","32,640.28",CHINA,Financials,Diversified Financials
INDUSTRIAL SECURITIES CO LTD,"137,120","183,721.61","144,405.84","(39,315.77)",CHINA,Financials,Diversified Financials
CHINA MERCHANTS SECURITIES CO,"130,559","172,160.21","141,757.33","(30,402.88)",CHINA,Financials,Diversified Financials
DIFFER GROUP HOLDING CO LTD,"468,000","43,346.67","112,721.50","69,374.83",CHINA,Financials,Diversified Financials
FOUNDER SECURITIES CO LTD,"112,400","155,568.52","112,663.61","(42,904.91)",CHINA,Financials,Diversified Financials
CITIC SECURITIES CO LTD,"32,590","108,610.24","105,447.83","(3,162.41)",CHINA,Financials,Diversified Financials
HUAAN SECURITIES CO LTD,"154,660","160,729.22","105,119.73","(55,609.49)",CHINA,Financials,Diversified Financials
GUOSEN SECURITIES CO LTD,"73,014","144,856.92","104,378.95","(40,477.97)",CHINA,Financials,Diversified Financials
CHANGJIANG SECURITIES CO LTD,"113,300","144,954.00","100,364.34","(44,589.66)",CHINA,Financials,Diversified Financials
SHANXI SECURITIES CO LTD,"113,180","130,999.79","97,045.72","(33,954.07)",CHINA,Financials,Diversified Financials
CAITONG SECURITIES CO LTD,"79,690","136,201.14","93,685.72","(42,515.42)",CHINA,Financials,Diversified Financials
SEALAND SECURITIES CO LTD,"168,800","133,288.59","91,532.20","(41,756.39)",CHINA,Financials,Diversified Financials
SOOCHOW SECURITIES CO LTD,"86,074","126,043.02","89,104.58","(36,938.44)",CHINA,Financials,Diversified Financials
NORTHEAST SECURITIES CO LTD,"83,700","119,681.12","87,397.19","(32,283.93)",CHINA,Financials,Diversified Financials
DONGXING SECURITIES CO LTD,"56,500","111,232.51","75,116.14","(36,116.37)",CHINA,Financials,Diversified Financials
HAITONG SECURITIES CO LTD,"50,700","84,469.64","74,297.09","(10,172.55)",CHINA,Financials,Diversified Financials
HUAXI SECURITIES CO LTD,"63,133","120,633.68","73,937.94","(46,695.74)",CHINA,Financials,Diversified Financials
POLARIS BAY GROUP CO LTD,"53,300","101,617.14","67,517.74","(34,099.40)",CHINA,Financials,Diversified Financials
CHINA RENAISSANCE HOLDINGS LTD,"51,700","104,457.70","64,831.30","(39,626.40)",CHINA,Financials,Diversified Financials
SHANGHAI AJ GROUP CO LTD,"71,700","92,965.69","63,513.89","(29,451.80)",CHINA,Financials,Diversified Financials
ORIENT SECURITIES CO LTD/CHINA,"109,200","78,008.11","61,370.60","(16,637.51)",CHINA,Financials,Diversified Financials
SINOLINK SECURITIES CO LTD,"44,400","64,789.38","59,692.57","(5,096.81)",CHINA,Financials,Diversified Financials
SHENWAN HONGYUAN GROUP CO LTD,"291,200","86,703.68","58,633.74","(28,069.94)",CHINA,Financials,Diversified Financials
EVERBRIGHT SECURITIES CO LTD,"72,400","85,101.26","50,284.51","(34,816.75)",CHINA,Financials,Diversified Financials
GUANGZHOU YUEXIU FINANCIAL HOL,"45,745","65,848.43","48,038.72","(17,809.71)",CHINA,Financials,Diversified Financials
GUOLIAN SECURITIES CO LTD,"81,500","44,825.74","46,945.63","2,119.89",CHINA,Financials,Diversified Financials
BOC INTERNATIONAL CHINA CO LTD,"21,000","43,522.37","41,722.06","(1,800.31)",CHINA,Financials,Diversified Financials
NANJING SECURITIES CO LTD,"32,800","48,973.40","40,863.42","(8,109.98)",CHINA,Financials,Diversified Financials
WESTERN SECURITIES CO LTD,"37,000","48,618.32","36,147.17","(12,471.15)",CHINA,Financials,Diversified Financials
FIRST CAPITAL SECURITIES CO LT,"37,600","42,160.22","36,003.17","(6,157.05)",CHINA,Financials,Diversified Financials
CHINA GREAT WALL SECURITIES CO,"23,700","42,049.87","35,969.71","(6,080.16)",CHINA,Financials,Diversified Financials
PACIFIC SECURITIES CO LTD/THE/,"80,100","42,594.24","35,776.56","(6,817.68)",CHINA,Financials,Diversified Financials
CHINA DEVELOPMENT BANK FINANCI,"264,000","39,566.46","34,989.39","(4,577.07)",CHINA,Financials,Diversified Financials
BEIJING COMPASS TECHNOLOGY DEV,"3,900","21,932.97","34,244.36","12,311.39",CHINA,Financials,Diversified Financials
SOUTHWEST SECURITIES CO LTD,"56,700","42,621.86","33,625.47","(8,996.39)",CHINA,Financials,Diversified Financials
SHENG YE CAPITAL LTD,"44,500","44,018.38","33,402.15","(10,616.23)",CHINA,Financials,Diversified Financials
GUOYUAN SECURITIES CO LTD,"31,690","34,161.75","29,444.72","(4,717.03)",CHINA,Financials,Diversified Financials
YIXIN GROUP LTD,"217,000","70,308.20","29,313.30","(40,994.90)",CHINA,Financials,Diversified Financials
CSC FINANCIAL CO LTD,"6,000","29,656.34","25,911.60","(3,744.74)",CHINA,Financials,Diversified Financials
HAITONG SECURITIES CO LTD,"17,600","22,521.82","25,791.49","3,269.67",CHINA,Financials,Diversified Financials
CENTRAL CHINA SECURITIES CO LT,"150,000","63,454.62","25,423.89","(38,030.73)",CHINA,Financials,Diversified Financials
GUOSEN SECURITIES CO LTD,"16,500","20,478.68","23,587.98","3,109.30",CHINA,Financials,Diversified Financials
CITIC SECURITIES CO LTD,"6,600","19,620.64","21,354.88","1,734.24",CHINA,Financials,Diversified Financials
ORIENT SECURITIES CO LTD/CHINA,"12,544","25,291.22","19,131.83","(6,159.39)",CHINA,Financials,Diversified Financials
GUOSHENG FINANCIAL HOLDING INC,"12,900","21,421.97","18,499.32","(2,922.65)",CHINA,Financials,Diversified Financials
EVERBRIGHT SECURITIES CO LTD,"7,300","23,611.66","17,185.96","(6,425.70)",CHINA,Financials,Diversified Financials
SHENWAN HONGYUAN GROUP CO LTD,"25,900","20,441.41","16,597.85","(3,843.56)",CHINA,Financials,Diversified Financials
HAITONG UNITRUST INTERNATIONAL,"148,000","26,275.46","16,031.71","(10,243.75)",CHINA,Financials,Diversified Financials
AVIC INDUSTRY-FINANCE HOLDINGS,"30,200","20,999.77","15,609.10","(5,390.67)",CHINA,Financials,Diversified Financials
KUNWU JIUDING INVESTMENT HOLDI,"6,400","23,665.47","15,592.97","(8,072.50)",CHINA,Financials,Diversified Financials
CHINA MERCHANTS SECURITIES CO,"6,890","24,343.58","14,831.26","(9,512.32)",CHINA,Financials,Diversified Financials
OCEANWIDE HOLDINGS CO LTD,"51,200","23,859.76","11,625.41","(12,234.35)",CHINA,Financials,Diversified Financials
CHINA FINANCIAL SERVICES HOLDI,"37,500","59,366.80","5,730.34","(53,636.46)",CHINA,Financials,Diversified Financials
PING AN INSURANCE GROUP CO OF,"6,402,324","57,040,564.80","43,528,247.91","(13,512,316.89)",CHINA,Financials,Insurance
PICC PROPERTY & CASUALTY CO LT,"9,771,955","10,008,742.13","10,161,802.06","153,059.93",CHINA,Financials,Insurance
CHINA PACIFIC INSURANCE GROUP,"2,805,785","9,720,341.73","6,858,073.04","(2,862,268.69)",CHINA,Financials,Insurance
PEOPLE'S INSURANCE CO GROUP OF,"16,700,087","6,728,540.12","5,107,743.61","(1,620,796.51)",CHINA,Financials,Insurance
CHINA LIFE INSURANCE CO LTD,"1,147,512","2,656,171.46","1,997,593.19","(658,578.27)",CHINA,Financials,Insurance
PING AN INSURANCE GROUP CO OF,"257,773","2,430,522.44","1,797,861.08","(632,661.36)",CHINA,Financials,Insurance
NEW CHINA LIFE INSURANCE CO LT,"218,279","887,751.71","613,365.95","(274,385.76)",CHINA,Financials,Insurance
ZHONGAN ONLINE P&C INSURANCE C,"103,600","411,397.29","337,325.97","(74,071.32)",CHINA,Financials,Insurance
CHINA REINSURANCE GROUP CORP,"3,348,000","468,826.55","277,330.68","(191,495.87)",CHINA,Financials,Insurance
PING AN INSURANCE GROUP CO OF,"29,300","327,047.43","204,355.50","(122,691.93)",CHINA,Financials,Insurance
HUBEI BIOCAUSE PHARMACEUTICAL,"208,500","142,357.52","106,207.52","(36,150.00)",CHINA,Financials,Insurance
NEW CHINA LIFE INSURANCE CO LT,"6,300","50,865.20","30,293.98","(20,571.22)",CHINA,Financials,Insurance
CHINA PACIFIC INSURANCE GROUP,"8,000","39,406.08","28,119.44","(11,286.64)",CHINA,Financials,Insurance
CHINA LIFE INSURANCE CO LTD,"2,500","10,292.17","11,606.89","1,314.72",CHINA,Financials,Insurance
CHINA PACIFIC INSURANCE GROUP,"1,800","9,644.16","6,326.88","(3,317.28)",CHINA,Financials,Insurance
SINOPHARM GROUP CO LTD,"1,666,616","4,280,472.86","4,039,663.34","(240,809.52)",CHINA,Health Care,Health Care Equipment & Services
SHANGHAI PHARMACEUTICALS HOLDI,"1,295,864","2,719,987.04","2,146,850.94","(573,136.10)",CHINA,Health Care,Health Care Equipment & Services
B-SOFT CO LTD,"1,440,960","1,996,618.86","1,549,812.83","(446,806.03)",CHINA,Health Care,Health Care Equipment & Services
SHANDONG WEIGAO GROUP MEDICAL,"1,076,658","1,939,510.35","1,251,329.62","(688,180.73)",CHINA,Health Care,Health Care Equipment & Services
SHENZHEN MINDRAY BIO-MEDICAL E,"22,400","697,550.28","1,048,008.01","350,457.73",CHINA,Health Care,Health Care Equipment & Services
HYGEIA HEALTHCARE HOLDINGS CO,"51,200","275,428.53","340,269.78","64,841.25",CHINA,Health Care,Health Care Equipment & Services
CHINA RESOURCES MEDICAL HOLDIN,"466,000","374,188.82","301,681.55","(72,507.27)",CHINA,Health Care,Health Care Equipment & Services
LIFETECH SCIENTIFIC CORP,"670,000","240,930.50","246,758.29","5,827.79",CHINA,Health Care,Health Care Equipment & Services
HUADONG MEDICINE CO LTD,"17,200","68,863.05","116,031.85","47,168.80",CHINA,Health Care,Health Care Equipment & Services
JOINTOWN PHARMACEUTICAL GROUP,"64,100","164,987.73","114,041.94","(50,945.79)",CHINA,Health Care,Health Care Equipment & Services
CHINA NATIONAL MEDICINES CORP,"25,500","155,295.93","102,010.67","(53,285.26)",CHINA,Health Care,Health Care Equipment & Services
AIER EYE HOSPITAL GROUP CO LTD,"14,822","74,031.11","99,126.26","25,095.15",CHINA,Health Care,Health Care Equipment & Services
NANJING XINJIEKOU DEPARTMENT S,"60,500","104,011.45","90,556.14","(13,455.31)",CHINA,Health Care,Health Care Equipment & Services
SHENZHEN NEPTUNUS BIOENGINEERI,"137,550","88,254.09","74,792.28","(13,461.81)",CHINA,Health Care,Health Care Equipment & Services
VENUS MEDTECH HANGZHOU INC,"31,000","75,425.90","69,135.14","(6,290.76)",CHINA,Health Care,Health Care Equipment & Services
CHINA NATIONAL ACCORD MEDICINE,"14,898","104,675.36","66,296.91","(38,378.45)",CHINA,Health Care,Health Care Equipment & Services
CHINA PIONEER PHARMA HOLDINGS,"182,000","62,562.05","64,710.49","2,148.44",CHINA,Health Care,Health Care Equipment & Services
AK MEDICAL HOLDINGS LTD,"84,000","171,655.65","62,944.20","(108,711.45)",CHINA,Health Care,Health Care Equipment & Services
JIANGSU YUYUE MEDICAL EQUIPMEN,"16,100","69,557.50","61,713.10","(7,844.40)",CHINA,Health Care,Health Care Equipment & Services
INTCO MEDICAL TECHNOLOGY CO LT,"16,040","87,157.94","60,764.29","(26,393.65)",CHINA,Health Care,Health Care Equipment & Services
BLUE SAIL MEDICAL CO LTD,"41,730","134,728.73","59,531.47","(75,197.26)",CHINA,Health Care,Health Care Equipment & Services
LEPU MEDICAL TECHNOLOGY BEIJIN,"20,800","69,967.91","57,699.24","(12,268.67)",CHINA,Health Care,Health Care Equipment & Services
CQ PHARMACEUTICAL HOLDING CO L,"63,300","53,923.20","47,279.03","(6,644.17)",CHINA,Health Care,Health Care Equipment & Services
MEINIAN ONEHEALTH HEALTHCARE H,"56,100","41,576.29","46,678.07","5,101.78",CHINA,Health Care,Health Care Equipment & Services
MICROPORT SCIENTIFIC CORP,"16,019","64,857.33","46,442.54","(18,414.79)",CHINA,Health Care,Health Care Equipment & Services
GUANGXI LIUZHOU PHARMACEUTICAL,"17,640","62,857.42","45,376.04","(17,481.38)",CHINA,Health Care,Health Care Equipment & Services
ALLMED MEDICAL PRODUCTS CO LTD,"21,300","42,470.11","40,154.46","(2,315.65)",CHINA,Health Care,Health Care Equipment & Services
QINGDAO HAIER BIOMEDICAL CO LT,"3,502","43,364.97","38,099.68","(5,265.29)",CHINA,Health Care,Health Care Equipment & Services
PW MEDTECH GROUP LTD,"364,000","88,505.59","35,718.34","(52,787.25)",CHINA,Health Care,Health Care Equipment & Services
JINXIN FERTILITY GROUP LTD,"36,000","76,917.93","33,169.58","(43,748.35)",CHINA,Health Care,Health Care Equipment & Services
DIAN DIAGNOSTICS GROUP CO LTD,"7,000","36,610.79","32,520.20","(4,090.59)",CHINA,Health Care,Health Care Equipment & Services
SHANGHAI PHARMACEUTICALS HOLDI,"11,840","30,336.63","31,977.53","1,640.90",CHINA,Health Care,Health Care Equipment & Services
SHANGHAI KINDLY MEDICAL INSTRU,"9,800","33,932.71","28,100.09","(5,832.62)",CHINA,Health Care,Health Care Equipment & Services
SINOCARE INC,"6,600","33,251.04","27,704.17","(5,546.87)",CHINA,Health Care,Health Care Equipment & Services
BEIJING CHUNLIZHENGDA MEDICAL,"15,250","56,635.67","26,158.57","(30,477.10)",CHINA,Health Care,Health Care Equipment & Services
PEIJIA MEDICAL LTD,"26,000","25,304.60","25,711.90",407.30,CHINA,Health Care,Health Care Equipment & Services
REALCAN PHARMACEUTICAL GROUP C,"42,400","32,725.75","24,638.28","(8,087.47)",CHINA,Health Care,Health Care Equipment & Services
GUANGZHOU WONDFO BIOTECH CO LT,"4,000","33,113.27","24,325.17","(8,788.10)",CHINA,Health Care,Health Care Equipment & Services
ZHENDE MEDICAL CO LTD,"3,500","21,357.93","21,985.12",627.19,CHINA,Health Care,Health Care Equipment & Services
JIANGSU BIOPERFECTUS TECHNOLOG,"1,184","21,248.94","20,166.36","(1,082.58)",CHINA,Health Care,Health Care Equipment & Services
SINCO PHARMACEUTICALS HOLDINGS,"108,000","23,893.27","19,681.53","(4,211.74)",CHINA,Health Care,Health Care Equipment & Services
SHANGHAI MICROPORT ENDOVASCULA,631,"18,930.46","18,362.65",(567.81),CHINA,Health Care,Health Care Equipment & Services
SHANDONG PHARMACEUTICAL GLASS,"4,100","21,203.43","17,118.29","(4,085.14)",CHINA,Health Care,Health Care Equipment & Services
CONTEC MEDICAL SYSTEMS CO LTD,"3,900","21,173.92","16,463.86","(4,710.06)",CHINA,Health Care,Health Care Equipment & Services
TOPCHOICE MEDICAL CORP,600,"33,508.19","15,634.79","(17,873.40)",CHINA,Health Care,Health Care Equipment & Services
TIBET RHODIOLA PHARMACEUTICAL,"2,000","21,395.45","12,401.60","(8,993.85)",CHINA,Health Care,Health Care Equipment & Services
JOINTOWN PHARMACEUTICAL GROUP,"6,800","13,015.46","12,098.05",(917.41),CHINA,Health Care,Health Care Equipment & Services
OVCTEK CHINA INC,"1,200","18,694.42","10,251.71","(8,442.71)",CHINA,Health Care,Health Care Equipment & Services
WINNING HEALTH TECHNOLOGY GROU,"5,330","8,970.85","6,990.63","(1,980.22)",CHINA,Health Care,Health Care Equipment & Services
WUXI BIOLOGICS CAYMAN INC,"2,196,000","13,086,664.11","20,093,514.01","7,006,849.90",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CSPC PHARMACEUTICAL GROUP LTD,"10,173,840","10,281,220.83","10,100,002.35","(181,218.48)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CHINA MEDICAL SYSTEM HOLDINGS,"5,873,000","7,763,468.52","9,160,950.42","1,397,481.90",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ZHANGZHOU PIENTZEHUANG PHARMAC,"72,400","1,075,735.17","3,858,096.00","2,782,360.83",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
3SBIO INC,"3,244,700","3,237,707.12","2,580,229.01","(657,478.11)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ZHEJIANG NHU CO LTD,"583,927","2,133,413.51","1,989,659.10","(143,754.41)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
WUXI APPTEC CO LTD,"107,880","1,394,696.85","1,436,667.75","41,970.90",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
LIVZON PHARMACEUTICAL GROUP IN,"239,931","940,317.45","830,147.60","(110,169.85)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
SHANGHAI FOSUN PHARMACEUTICAL,"204,000","854,001.08","755,223.36","(98,777.72)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
JOINCARE PHARMACEUTICAL GROUP,"312,515","608,726.29","576,544.27","(32,182.02)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
JIANGSU HENGRUI MEDICINE CO LT,"87,954","565,073.29","487,312.17","(77,761.12)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CHINA RESOURCES PHARMACEUTICAL,"702,000","547,961.41","476,829.85","(71,131.56)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CHINA SHINEWAY PHARMACEUTICAL,"449,000","583,338.42","383,944.08","(199,394.34)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
LUYE PHARMA GROUP LTD,"1,071,500","677,344.96","352,298.67","(325,046.29)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CONSUN PHARMACEUTICAL GROUP LT,"640,000","455,512.33","340,922.27","(114,590.06)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
SIHUAN PHARMACEUTICAL HOLDINGS,"1,663,000","344,007.24","271,269.73","(72,737.51)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
TONG REN TANG TECHNOLOGIES CO,"261,000","298,424.70","219,192.18","(79,232.52)",CHINA,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
